"Step","fluent-oath-59 - batch/loss","fluent-oath-59 - batch/loss__MIN","fluent-oath-59 - batch/loss__MAX"
"288","1.167715311050415","1.167715311050415","1.167715311050415"
"290","1.167443871498108","1.167443871498108","1.167443871498108"
"291","1.1672440767288208","1.1672440767288208","1.1672440767288208"
"292","1.167148470878601","1.167148470878601","1.167148470878601"
"294","1.166770577430725","1.166770577430725","1.166770577430725"
"297","1.166335105895996","1.166335105895996","1.166335105895996"
"304","1.1654677391052246","1.1654677391052246","1.1654677391052246"
"306","1.165164828300476","1.165164828300476","1.165164828300476"
"307","1.1650806665420532","1.1650806665420532","1.1650806665420532"
"308","1.1649175882339478","1.1649175882339478","1.1649175882339478"
"312","1.1645941734313965","1.1645941734313965","1.1645941734313965"
"315","1.1641778945922852","1.1641778945922852","1.1641778945922852"
"319","1.1636747121810913","1.1636747121810913","1.1636747121810913"
"322","1.163286566734314","1.163286566734314","1.163286566734314"
"325","1.1634206771850586","1.1634206771850586","1.1634206771850586"
"327","1.163968563079834","1.163968563079834","1.163968563079834"
"330","1.1644490957260132","1.1644490957260132","1.1644490957260132"
"332","1.1647967100143433","1.1647967100143433","1.1647967100143433"
"334","1.1649713516235352","1.1649713516235352","1.1649713516235352"
"335","1.165040135383606","1.165040135383606","1.165040135383606"
"340","1.1723054647445679","1.1723054647445679","1.1723054647445679"
"341","1.181094765663147","1.181094765663147","1.181094765663147"
"343","1.183872938156128","1.183872938156128","1.183872938156128"
"344","1.1879559755325317","1.1879559755325317","1.1879559755325317"
"345","1.1893718242645264","1.1893718242645264","1.1893718242645264"
"346","1.1898273229599","1.1898273229599","1.1898273229599"
"347","1.1907944679260254","1.1907944679260254","1.1907944679260254"
"348","1.1903226375579834","1.1903226375579834","1.1903226375579834"
"349","1.1872478723526","1.1872478723526","1.1872478723526"
"354","1.1912301778793335","1.1912301778793335","1.1912301778793335"
"356","1.1933056116104126","1.1933056116104126","1.1933056116104126"
"359","1.1924768686294556","1.1924768686294556","1.1924768686294556"
"360","1.192131757736206","1.192131757736206","1.192131757736206"
"362","1.1917238235473633","1.1917238235473633","1.1917238235473633"
"364","1.1924498081207275","1.1924498081207275","1.1924498081207275"
"367","1.193879246711731","1.193879246711731","1.193879246711731"
"368","1.1943612098693848","1.1943612098693848","1.1943612098693848"
"369","1.1953065395355225","1.1953065395355225","1.1953065395355225"
"371","1.1949756145477295","1.1949756145477295","1.1949756145477295"
"372","1.1951500177383423","1.1951500177383423","1.1951500177383423"
"373","1.1952017545700073","1.1952017545700073","1.1952017545700073"
"374","1.194730520248413","1.194730520248413","1.194730520248413"
"377","1.1944044828414917","1.1944044828414917","1.1944044828414917"
"379","1.1945425271987915","1.1945425271987915","1.1945425271987915"
"381","1.193358302116394","1.193358302116394","1.193358302116394"
"382","1.1938093900680542","1.1938093900680542","1.1938093900680542"
"383","1.1944985389709473","1.1944985389709473","1.1944985389709473"
"385","1.1953684091567993","1.1953684091567993","1.1953684091567993"
"386","1.1954721212387085","1.1954721212387085","1.1954721212387085"
"390","1.1943222284317017","1.1943222284317017","1.1943222284317017"
"391","1.192961573600769","1.192961573600769","1.192961573600769"
"394","1.18999445438385","1.18999445438385","1.18999445438385"
"395","1.1884669065475464","1.1884669065475464","1.1884669065475464"
"397","1.1860113143920898","1.1860113143920898","1.1860113143920898"
"400","1.1834526062011719","1.1834526062011719","1.1834526062011719"
"401","1.1824949979782104","1.1824949979782104","1.1824949979782104"
"405","1.1793402433395386","1.1793402433395386","1.1793402433395386"
"407","1.1777886152267456","1.1777886152267456","1.1777886152267456"
"409","1.1763694286346436","1.1763694286346436","1.1763694286346436"
"410","1.1756407022476196","1.1756407022476196","1.1756407022476196"
"412","1.1742098331451416","1.1742098331451416","1.1742098331451416"
"413","1.1733826398849487","1.1733826398849487","1.1733826398849487"
"414","1.1724517345428467","1.1724517345428467","1.1724517345428467"
"417","1.1705963611602783","1.1705963611602783","1.1705963611602783"
"421","1.1680495738983154","1.1680495738983154","1.1680495738983154"
"425","1.1660821437835693","1.1660821437835693","1.1660821437835693"
"428","1.1643768548965454","1.1643768548965454","1.1643768548965454"
"429","1.163694143295288","1.163694143295288","1.163694143295288"
"431","1.1626909971237183","1.1626909971237183","1.1626909971237183"
"433","1.161653757095337","1.161653757095337","1.161653757095337"
"434","1.1615521907806396","1.1615521907806396","1.1615521907806396"
"438","1.159920573234558","1.159920573234558","1.159920573234558"
"439","1.1595227718353271","1.1595227718353271","1.1595227718353271"
"440","1.159142255783081","1.159142255783081","1.159142255783081"
"444","1.1572891473770142","1.1572891473770142","1.1572891473770142"
"447","1.1562973260879517","1.1562973260879517","1.1562973260879517"
"448","1.1559494733810425","1.1559494733810425","1.1559494733810425"
"450","1.155094027519226","1.155094027519226","1.155094027519226"
"453","1.1539225578308105","1.1539225578308105","1.1539225578308105"
"454","1.1536787748336792","1.1536787748336792","1.1536787748336792"
"456","1.1531356573104858","1.1531356573104858","1.1531356573104858"
"457","1.1528024673461914","1.1528024673461914","1.1528024673461914"
"458","1.152513861656189","1.152513861656189","1.152513861656189"
"465","1.150849461555481","1.150849461555481","1.150849461555481"
"467","1.1503733396530151","1.1503733396530151","1.1503733396530151"
"471","1.1493009328842163","1.1493009328842163","1.1493009328842163"
"472","1.1491503715515137","1.1491503715515137","1.1491503715515137"
"476","1.1483557224273682","1.1483557224273682","1.1483557224273682"
"477","1.1482208967208862","1.1482208967208862","1.1482208967208862"
"478","1.1480191946029663","1.1480191946029663","1.1480191946029663"
"480","1.1474547386169434","1.1474547386169434","1.1474547386169434"
"481","1.147286295890808","1.147286295890808","1.147286295890808"
"485","1.1466625928878784","1.1466625928878784","1.1466625928878784"
"487","1.1463509798049927","1.1463509798049927","1.1463509798049927"
"488","1.1461495161056519","1.1461495161056519","1.1461495161056519"
"499","1.14424729347229","1.14424729347229","1.14424729347229"
"500","1.144028663635254","1.144028663635254","1.144028663635254"
"502","1.1438194513320923","1.1438194513320923","1.1438194513320923"
"503","1.1436384916305542","1.1436384916305542","1.1436384916305542"
"504","1.1434663534164429","1.1434663534164429","1.1434663534164429"
"508","1.1426403522491455","1.1426403522491455","1.1426403522491455"
"510","1.1424310207366943","1.1424310207366943","1.1424310207366943"
"511","1.1423789262771606","1.1423789262771606","1.1423789262771606"
"515","1.1420084238052368","1.1420084238052368","1.1420084238052368"
"517","1.1418397426605225","1.1418397426605225","1.1418397426605225"
"525","1.1406461000442505","1.1406461000442505","1.1406461000442505"
"526","1.1405316591262817","1.1405316591262817","1.1405316591262817"
"530","1.1402130126953125","1.1402130126953125","1.1402130126953125"
"531","1.140128254890442","1.140128254890442","1.140128254890442"
"532","1.139951229095459","1.139951229095459","1.139951229095459"
"538","1.139657974243164","1.139657974243164","1.139657974243164"
"543","1.1391494274139404","1.1391494274139404","1.1391494274139404"
"544","1.1389856338500977","1.1389856338500977","1.1389856338500977"
"550","1.1387012004852295","1.1387012004852295","1.1387012004852295"
"552","1.1384483575820923","1.1384483575820923","1.1384483575820923"
"553","1.1382701396942139","1.1382701396942139","1.1382701396942139"
"554","1.1382125616073608","1.1382125616073608","1.1382125616073608"
"556","1.1380454301834106","1.1380454301834106","1.1380454301834106"
"558","1.1379797458648682","1.1379797458648682","1.1379797458648682"
"559","1.137927770614624","1.137927770614624","1.137927770614624"
"564","1.137364149093628","1.137364149093628","1.137364149093628"
"565","1.1372042894363403","1.1372042894363403","1.1372042894363403"
"567","1.1370264291763306","1.1370264291763306","1.1370264291763306"
"571","1.1366544961929321","1.1366544961929321","1.1366544961929321"
"572","1.1366081237792969","1.1366081237792969","1.1366081237792969"
"574","1.136326789855957","1.136326789855957","1.136326789855957"
"575","1.1363061666488647","1.1363061666488647","1.1363061666488647"
"577","1.136136770248413","1.136136770248413","1.136136770248413"
"579","1.1360362768173218","1.1360362768173218","1.1360362768173218"
"581","1.135898470878601","1.135898470878601","1.135898470878601"
"582","1.135872721672058","1.135872721672058","1.135872721672058"
"585","1.1356366872787476","1.1356366872787476","1.1356366872787476"
"588","1.1354178190231323","1.1354178190231323","1.1354178190231323"
"590","1.1353906393051147","1.1353906393051147","1.1353906393051147"
"595","1.1351065635681152","1.1351065635681152","1.1351065635681152"
"597","1.1351388692855835","1.1351388692855835","1.1351388692855835"
"600","1.1350258588790894","1.1350258588790894","1.1350258588790894"
"601","1.1349245309829712","1.1349245309829712","1.1349245309829712"
"605","1.1346865892410278","1.1346865892410278","1.1346865892410278"
"611","1.1342772245407104","1.1342772245407104","1.1342772245407104"
"613","1.134077548980713","1.134077548980713","1.134077548980713"
"614","1.134002923965454","1.134002923965454","1.134002923965454"
"618","1.1337945461273193","1.1337945461273193","1.1337945461273193"
"620","1.1336547136306763","1.1336547136306763","1.1336547136306763"
"621","1.1335911750793457","1.1335911750793457","1.1335911750793457"
"626","1.1331981420516968","1.1331981420516968","1.1331981420516968"
"627","1.1331387758255005","1.1331387758255005","1.1331387758255005"
"628","1.1331396102905273","1.1331396102905273","1.1331396102905273"
"629","1.1330842971801758","1.1330842971801758","1.1330842971801758"
"630","1.133068561553955","1.133068561553955","1.133068561553955"
"634","1.1328872442245483","1.1328872442245483","1.1328872442245483"
"635","1.132751703262329","1.132751703262329","1.132751703262329"
"639","1.1325230598449707","1.1325230598449707","1.1325230598449707"
"641","1.1323838233947754","1.1323838233947754","1.1323838233947754"
"643","1.1322429180145264","1.1322429180145264","1.1322429180145264"
"645","1.132245421409607","1.132245421409607","1.132245421409607"
"646","1.1321589946746826","1.1321589946746826","1.1321589946746826"
"647","1.132140040397644","1.132140040397644","1.132140040397644"
"650","1.1320688724517822","1.1320688724517822","1.1320688724517822"
"652","1.1320836544036865","1.1320836544036865","1.1320836544036865"
"653","1.1320425271987915","1.1320425271987915","1.1320425271987915"
"654","1.1320313215255737","1.1320313215255737","1.1320313215255737"
"658","1.1318929195404053","1.1318929195404053","1.1318929195404053"
"663","1.1316074132919312","1.1316074132919312","1.1316074132919312"
"665","1.131420373916626","1.131420373916626","1.131420373916626"
"666","1.1313620805740356","1.1313620805740356","1.1313620805740356"
"668","1.131255030632019","1.131255030632019","1.131255030632019"
"670","1.1310840845108032","1.1310840845108032","1.1310840845108032"
"671","1.1310114860534668","1.1310114860534668","1.1310114860534668"
"672","1.1309869289398193","1.1309869289398193","1.1309869289398193"
"676","1.1308016777038574","1.1308016777038574","1.1308016777038574"
"677","1.1307905912399292","1.1307905912399292","1.1307905912399292"
"680","1.0928008556365967","1.0928008556365967","1.0928008556365967"
"683","1.1209155321121216","1.1209155321121216","1.1209155321121216"
"685","1.1252613067626953","1.1252613067626953","1.1252613067626953"
"688","1.122217059135437","1.122217059135437","1.122217059135437"
"690","1.1229432821273804","1.1229432821273804","1.1229432821273804"
"691","1.1234209537506104","1.1234209537506104","1.1234209537506104"
"692","1.123489260673523","1.123489260673523","1.123489260673523"
"696","1.119969129562378","1.119969129562378","1.119969129562378"
"699","1.1186230182647705","1.1186230182647705","1.1186230182647705"
"700","1.118584394454956","1.118584394454956","1.118584394454956"
"701","1.119400978088379","1.119400978088379","1.119400978088379"
"703","1.1189377307891846","1.1189377307891846","1.1189377307891846"
"704","1.1187535524368286","1.1187535524368286","1.1187535524368286"
"706","1.1180425882339478","1.1180425882339478","1.1180425882339478"
"712","1.1192660331726074","1.1192660331726074","1.1192660331726074"
"713","1.119295597076416","1.119295597076416","1.119295597076416"
"714","1.119591474533081","1.119591474533081","1.119591474533081"
"715","1.1191961765289307","1.1191961765289307","1.1191961765289307"
"716","1.119191288948059","1.119191288948059","1.119191288948059"
"717","1.1193329095840454","1.1193329095840454","1.1193329095840454"
"718","1.119073748588562","1.119073748588562","1.119073748588562"
"721","1.1193381547927856","1.1193381547927856","1.1193381547927856"
"724","1.1185251474380493","1.1185251474380493","1.1185251474380493"
"728","1.118833065032959","1.118833065032959","1.118833065032959"
"730","1.1189281940460205","1.1189281940460205","1.1189281940460205"
"732","1.1188454627990723","1.1188454627990723","1.1188454627990723"
"734","1.1189310550689697","1.1189310550689697","1.1189310550689697"
"736","1.1188185214996338","1.1188185214996338","1.1188185214996338"
"739","1.1191562414169312","1.1191562414169312","1.1191562414169312"
"742","1.1191908121109009","1.1191908121109009","1.1191908121109009"
"743","1.119740605354309","1.119740605354309","1.119740605354309"
"744","1.1218262910842896","1.1218262910842896","1.1218262910842896"
"745","1.1241551637649536","1.1241551637649536","1.1241551637649536"
"747","1.1279041767120361","1.1279041767120361","1.1279041767120361"
"748","1.1292880773544312","1.1292880773544312","1.1292880773544312"
"751","1.1327401399612427","1.1327401399612427","1.1327401399612427"
"753","1.1340762376785278","1.1340762376785278","1.1340762376785278"
"755","1.136376976966858","1.136376976966858","1.136376976966858"
"756","1.1368813514709473","1.1368813514709473","1.1368813514709473"
"757","1.1376760005950928","1.1376760005950928","1.1376760005950928"
"758","1.1383730173110962","1.1383730173110962","1.1383730173110962"
"760","1.139009714126587","1.139009714126587","1.139009714126587"
"761","1.1386706829071045","1.1386706829071045","1.1386706829071045"
"764","1.1384047269821167","1.1384047269821167","1.1384047269821167"
"766","1.1380170583724976","1.1380170583724976","1.1380170583724976"
"767","1.1375664472579956","1.1375664472579956","1.1375664472579956"
"770","1.1369696855545044","1.1369696855545044","1.1369696855545044"
"771","1.1370525360107422","1.1370525360107422","1.1370525360107422"
"772","1.1368448734283447","1.1368448734283447","1.1368448734283447"
"777","1.1363131999969482","1.1363131999969482","1.1363131999969482"
"778","1.136181354522705","1.136181354522705","1.136181354522705"
"779","1.1360911130905151","1.1360911130905151","1.1360911130905151"
"780","1.1359953880310059","1.1359953880310059","1.1359953880310059"
"781","1.1360092163085938","1.1360092163085938","1.1360092163085938"
"782","1.1356399059295654","1.1356399059295654","1.1356399059295654"
"783","1.1354622840881348","1.1354622840881348","1.1354622840881348"
"784","1.1354318857192993","1.1354318857192993","1.1354318857192993"
"789","1.1349992752075195","1.1349992752075195","1.1349992752075195"
"793","1.1344748735427856","1.1344748735427856","1.1344748735427856"
"794","1.134448766708374","1.134448766708374","1.134448766708374"
"796","1.1341376304626465","1.1341376304626465","1.1341376304626465"
"799","1.1337841749191284","1.1337841749191284","1.1337841749191284"
"802","1.1333004236221313","1.1333004236221313","1.1333004236221313"
"804","1.1328637599945068","1.1328637599945068","1.1328637599945068"
"805","1.1325371265411377","1.1325371265411377","1.1325371265411377"
"806","1.1325174570083618","1.1325174570083618","1.1325174570083618"
"809","1.1325733661651611","1.1325733661651611","1.1325733661651611"
"811","1.1322959661483765","1.1322959661483765","1.1322959661483765"
"812","1.1322662830352783","1.1322662830352783","1.1322662830352783"
"813","1.1322163343429565","1.1322163343429565","1.1322163343429565"
"814","1.132119059562683","1.132119059562683","1.132119059562683"
"818","1.13191819190979","1.13191819190979","1.13191819190979"
"819","1.1318525075912476","1.1318525075912476","1.1318525075912476"
"821","1.1316224336624146","1.1316224336624146","1.1316224336624146"
"823","1.1313135623931885","1.1313135623931885","1.1313135623931885"
"827","1.130977988243103","1.130977988243103","1.130977988243103"
"829","1.1306233406066895","1.1306233406066895","1.1306233406066895"
"834","1.1302814483642578","1.1302814483642578","1.1302814483642578"
"835","1.130111575126648","1.130111575126648","1.130111575126648"
"838","1.1299270391464233","1.1299270391464233","1.1299270391464233"
"839","1.129839539527893","1.129839539527893","1.129839539527893"
"841","1.129697322845459","1.129697322845459","1.129697322845459"
"843","1.1293832063674927","1.1293832063674927","1.1293832063674927"
"845","1.1292487382888794","1.1292487382888794","1.1292487382888794"
"846","1.129244327545166","1.129244327545166","1.129244327545166"
"852","1.1286665201187134","1.1286665201187134","1.1286665201187134"
"853","1.1286777257919312","1.1286777257919312","1.1286777257919312"
"855","1.128533959388733","1.128533959388733","1.128533959388733"
"858","1.1283987760543823","1.1283987760543823","1.1283987760543823"
"860","1.1282540559768677","1.1282540559768677","1.1282540559768677"
"862","1.1281390190124512","1.1281390190124512","1.1281390190124512"
"863","1.1280083656311035","1.1280083656311035","1.1280083656311035"
"864","1.1279436349868774","1.1279436349868774","1.1279436349868774"
"866","1.1277598142623901","1.1277598142623901","1.1277598142623901"
"867","1.1277400255203247","1.1277400255203247","1.1277400255203247"
"868","1.1275901794433594","1.1275901794433594","1.1275901794433594"
"869","1.1275407075881958","1.1275407075881958","1.1275407075881958"
"871","1.127677083015442","1.127677083015442","1.127677083015442"
"874","1.127739429473877","1.127739429473877","1.127739429473877"
"877","1.1273914575576782","1.1273914575576782","1.1273914575576782"
"878","1.1273051500320435","1.1273051500320435","1.1273051500320435"
"880","1.1273633241653442","1.1273633241653442","1.1273633241653442"
"881","1.1273022890090942","1.1273022890090942","1.1273022890090942"
"884","1.1272292137145996","1.1272292137145996","1.1272292137145996"
"885","1.1271907091140747","1.1271907091140747","1.1271907091140747"
"887","1.127186894416809","1.127186894416809","1.127186894416809"
"891","1.1268798112869263","1.1268798112869263","1.1268798112869263"
"893","1.126685619354248","1.126685619354248","1.126685619354248"
"894","1.126678228378296","1.126678228378296","1.126678228378296"
"897","1.1265465021133423","1.1265465021133423","1.1265465021133423"
"899","1.1264588832855225","1.1264588832855225","1.1264588832855225"
"900","1.1263282299041748","1.1263282299041748","1.1263282299041748"
"902","1.1263976097106934","1.1263976097106934","1.1263976097106934"
"904","1.1263176202774048","1.1263176202774048","1.1263176202774048"
"906","1.1262497901916504","1.1262497901916504","1.1262497901916504"
"908","1.1261621713638306","1.1261621713638306","1.1261621713638306"
"918","1.1259280443191528","1.1259280443191528","1.1259280443191528"
"919","1.125896692276001","1.125896692276001","1.125896692276001"
"920","1.1259357929229736","1.1259357929229736","1.1259357929229736"
"922","1.1258314847946167","1.1258314847946167","1.1258314847946167"
"923","1.1258350610733032","1.1258350610733032","1.1258350610733032"
"924","1.12588369846344","1.12588369846344","1.12588369846344"
"926","1.1258670091629028","1.1258670091629028","1.1258670091629028"
"928","1.1257035732269287","1.1257035732269287","1.1257035732269287"
"929","1.1256513595581055","1.1256513595581055","1.1256513595581055"
"930","1.1256520748138428","1.1256520748138428","1.1256520748138428"
"936","1.1254873275756836","1.1254873275756836","1.1254873275756836"
"938","1.125486969947815","1.125486969947815","1.125486969947815"
"942","1.1253432035446167","1.1253432035446167","1.1253432035446167"
"944","1.1252647638320923","1.1252647638320923","1.1252647638320923"
"945","1.1251939535140991","1.1251939535140991","1.1251939535140991"
"946","1.1251604557037354","1.1251604557037354","1.1251604557037354"
"947","1.125128149986267","1.125128149986267","1.125128149986267"
"948","1.1250731945037842","1.1250731945037842","1.1250731945037842"
"950","1.1249444484710693","1.1249444484710693","1.1249444484710693"
"951","1.1248586177825928","1.1248586177825928","1.1248586177825928"
"953","1.1248263120651245","1.1248263120651245","1.1248263120651245"
"954","1.1248165369033813","1.1248165369033813","1.1248165369033813"
"957","1.124700903892517","1.124700903892517","1.124700903892517"
"958","1.12471342086792","1.12471342086792","1.12471342086792"
"959","1.1247063875198364","1.1247063875198364","1.1247063875198364"
"960","1.1246509552001953","1.1246509552001953","1.1246509552001953"
"962","1.1245980262756348","1.1245980262756348","1.1245980262756348"
"964","1.1245700120925903","1.1245700120925903","1.1245700120925903"
"966","1.1245489120483398","1.1245489120483398","1.1245489120483398"
"967","1.1244821548461914","1.1244821548461914","1.1244821548461914"
"972","1.124274730682373","1.124274730682373","1.124274730682373"
"975","1.124092936515808","1.124092936515808","1.124092936515808"
"977","1.1240649223327637","1.1240649223327637","1.1240649223327637"
"979","1.1240439414978027","1.1240439414978027","1.1240439414978027"
"980","1.1240895986557007","1.1240895986557007","1.1240895986557007"
"981","1.1240653991699219","1.1240653991699219","1.1240653991699219"
